Usuario,Fecha,Polaridad,Contenido
anabelenroy_tve,2012-03-15T08:12:36,"{'value': 'NONE', 'type': 'AGREEMENT'}",Portada La Razón http://t.co/G6gBMNy4 ...
anabelenroy_tve,2012-03-15T08:17:25,"{'value': 'NONE', 'type': 'AGREEMENT'}",Portada Hoy - Badajoz http://t.co/FBa9yU1H ...
sevillajordi,2012-03-15T08:24:14,"{'value': 'N', 'type': 'AGREEMENT'}","Salta x los aires ideología transversal: se puede, sin burbuja, hacer crecer los servicios públicos, con rebajas sistemáticas d impuestos."
anabelenroy_tve,2012-03-15T08:25:45,"{'value': 'NONE', 'type': 'AGREEMENT'}",Portada as http://t.co/KIiip1Q7
anabelenroy_tve,2012-03-15T08:30:26,"{'value': 'NEU', 'type': 'AGREEMENT'}","Nueva subasta bonos y obligaciones del Estado.Según estimaciones dl Tesoro,el importe mínimo previsto 2500 millones e,máximo 3500 millones e"
mariviromero,2012-03-15T08:55:01,"{'value': 'P', 'type': 'AGREEMENT'}",Al huerto con una estrella Michelin #Malaga  http://t.co/JL5U6r38
mariviromero,2012-03-15T09:17:17,"[{'value': 'N+', 'type': 'DISAGREEMENT'}, {'entity': '@psoemalaga', 'value': 'N+', 'type': 'AGREEMENT'}]",Aquí los vecinos siguen esperando una respuesta de todos los miembros del @psoemalaga . Se sienten engañados http://t.co/121mYHVG
PalomaCervilla,2012-03-15T09:48:19,"{'value': 'NONE', 'type': 'AGREEMENT'}","La candidata del PP en #Asturias dice que ""nadie en solitario puede liderar una región"" ¿por quién lo dirá?"
Tonicanto1,2012-03-15T10:04:13,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Sevilla', 'value': 'N+', 'type': 'AGREEMENT'}]",El vergonzoso adoctrinamiento de la delegada de la junta en Sevilla. Socialismo en estado puro: http://t.co/fWVsiTrR
Tonicanto1,2012-03-15T10:06:52,"{'value': 'N', 'type': 'AGREEMENT'}",La valenciana es la segunda autonomía que más jueces necesita de España http://t.co/u6ntPnKV
Fgarea,2012-03-15T10:24:45,"{'value': 'N', 'type': 'AGREEMENT'}","El copago no es copago, es repago. (Se paga con impuestos y luego de forma inequitativa)"
carmenmorodo,2012-03-15T10:43:38,"{'value': 'N', 'type': 'AGREEMENT'}","Y si directores generales d la Administración central dejaran de tener coche oficial?, por ejemplo..."
arsenioescolar,2012-03-15T11:06:20,"{'value': 'P', 'type': 'AGREEMENT'}",Preparo artículo sobre futuro de la lengua. Sabías q las telenovelas hispanas son uno de los grandes agentes difusión español en el mundo?
PauladeLasHeras,2012-03-15T11:45:31,"{'value': 'N', 'type': 'DISAGREEMENT'}","... dice Elorza q ""no es inteligente"" plantear la desaparición del cupo cdo ""estamos en el camino de conseguir el fin del terrorismo"" (y 2)"
periodistas21,2012-03-15T12:06:12,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'paywall_Piano', 'value': 'P+', 'type': 'AGREEMENT'}]","Elpaywall Piano consigue 5300 suscriptores digitales en Eslovenia. ingresos de 26,000 € http://t.co/cgM2MM3x"
ristomejide,2012-03-15T12:18:06,"{'value': 'N+', 'type': 'AGREEMENT'}","ABC tendrá un problema muy grave con 'Cataluña', pero cuando se trata de buscar patrocinadores... http://t.co/2qN8Wah6"
PauladeLasHeras,2012-03-15T12:54:34,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Mafalda', 'value': 'P+', 'type': 'AGREEMENT'}]","Mafalda: ""Una cosa es tener un país independiente y otra in the pendiente"". 50 años después, sigue siendo brillante."
iescolar,2012-03-15T13:08:08,"{'value': 'N+', 'type': 'AGREEMENT'}",¿Hasta cuándo la sociedad tolerará injusticias tan obscenas como el perdón caprichoso a un político corrupto? http://t.co/JCMWmoAe
Joss682008,2012-03-15T13:12:07,"[{'value': 'NEU', 'type': 'DISAGREEMENT'}, {'entity': 'PSOE', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Madina', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'S._Rodríguez', 'value': 'P', 'type': 'AGREEMENT'}]",El Psoe se equivoca al votar el proyecto de ley sobre proveedores. Votan no cuando debian votar si. Solo han acertado Madina y S. Rodríguez
DavilaGaceta,2012-03-15T13:19:11,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'El_País', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'PSOE', 'value': 'N+', 'type': 'AGREEMENT'}]",Un millón para fomentar la lectura de El País en la escuela pública andaluza. Este es el pluralismo del PSOE. http://t.co/Kto0xJCj
PaulaVazquezTV,2012-03-15T13:41:30,"{'value': 'NONE', 'type': 'AGREEMENT'}",Mi momento Señorita Rotenmeyer!
ristomejide,2012-03-15T14:14:22,"{'value': 'P+', 'type': 'AGREEMENT'}",Vuelve pronto. Aún tienes muchas copas de Champions que levantar. #AnimsAbidal
mariviromero,2012-03-15T14:20:07,"{'value': 'P+', 'type': 'AGREEMENT'}",Paradita para comer algo . Al sol y en mi plaza favorita ;-)) se come muy bien y bien de precio #tienesquevenir [pic]: http://t.co/UltEN8wZ
PaulaVazquezTV,2012-03-15T14:33:02,"{'value': 'NONE', 'type': 'AGREEMENT'}",Jugando http://t.co/7b4HFzyi
javiercasqueiro,2012-03-15T14:42:18,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N+', 'type': 'AGREEMENT'}]",En los argumentos gráficos del Ministerio del Interior para la carga de Valencia se ven insultos contra la policía ¿?. ...
ristomejide,2012-03-15T14:44:55,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Twitter', 'value': 'P+', 'type': 'AGREEMENT'}]",Twitter ya cuenta con más de 700.000 personas de excelente criterio y buen gusto. #700000followersQueAdoro
alfonsomerlos,2012-03-15T15:16:19,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': '@PSOE', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Zapatero', 'value': 'N', 'type': 'AGREEMENT'}]","""La herencia del @PSOE : trabajos a ratos y 5 euros la hora"" Editorial @13tv_AlDia @13television 20.30h . ¡Gracias Zapatero!"
paurubio,2012-03-15T15:18:54,"{'value': 'P', 'type': 'AGREEMENT'}",Buenos dias amor &lt;3
jesusmarana,2012-03-15T15:47:55,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'La_iglesia_católica', 'value': 'N', 'type': 'AGREEMENT'}]","La iglesia católica ofrece ""una vida apasionante"" y un ""trabajo fijo"" (para toda la eternidad). http://t.co/JkbdAPDR"
Tonicanto1,2012-03-15T15:58:22,"{'value': 'NONE', 'type': 'AGREEMENT'}",A punto de comenzar la comisión de interior con el ministro. Hablaremos de los hechos acaecidos en Valencia este mes de febrero.
javiercasqueiro,2012-03-15T17:01:39,"{'value': 'N', 'type': 'AGREEMENT'}",Bronca en el Congreso porque el presidente de la comisión de Interior no proyecta el vídeo del ministro. Aquí está. http://t.co/pkpOIo5Y
mariviromero,2012-03-15T17:11:54,"{'value': 'P+', 'type': 'AGREEMENT'}",". @Javierarenas_pp ""Propongo un plan de guarderías para crear 60.000 plazas en Andalucía"" http://t.co/xrOyVgsa #elcambioandaluz"
iescolar,2012-03-15T17:24:59,"{'value': 'N', 'type': 'AGREEMENT'}",Una sanidad impagable: cinco argumentos para aquellos que defienden el copago como algo inevitable http://t.co/2k44R8Mv
BelenEstebanM,2012-03-15T17:30:58,"{'value': 'P', 'type': 'AGREEMENT'}",Buenas tardes twiteros!
mariviromero,2012-03-15T17:39:08,"{'value': 'P', 'type': 'AGREEMENT'}",El Patronato orienta al mercado ruso el producto residencial 'Living #CostadelSol' http://t.co/nDC11FK9 @eliasbendodo
zoidoalcalde,2012-03-15T17:42:21,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Las_Golondrinas', 'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Pedro_Garfia', 'value': 'N', 'type': 'DISAGREEMENT'}]",Solucionaremos las necesidades que hay en Las Golondrinas y el colegio Pedro Garfia. Será un compromiso electoral cumplido en #sevillahoy
mariviromero,2012-03-15T17:44:39,"{'value': 'P+', 'type': 'AGREEMENT'}",Empresarios e investigadores defienden el conocimiento y la I+D como vía de salida a la crisis #Malaga @diario_sur http://t.co/20opsNqP
estherpalomera,2012-03-15T18:15:47,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Valencia', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Fernández_Díaz', 'value': 'N', 'type': 'AGREEMENT'}]","Mas de 2h comparecencia sobre los incidentes en Valencia, y Fernandez Díaz pide q ""contribuyamos todos a serenar los ánimos"" #faltahace"
FedericoQuevedo,2012-03-15T18:37:12,"{'value': 'NONE', 'type': 'AGREEMENT'}",Esta noche estoy con @alfonsomerlos en @DHAM_13tv y con @benjalh1971 @EvaLlarandi @almudenanegro y @Psanchezcastejon!!!!!
EvaORegan,2012-03-15T18:39:37,"{'value': 'P+', 'type': 'AGREEMENT'}",Fantástico. Gracias. RT @eduardosuarez Muchos detalles en este análisis del CFR sobre los talibán. http://t.co/tyQTIgYE #Afganistán
germanyanke,2012-03-15T18:56:44,"{'value': 'P', 'type': 'AGREEMENT'}",Está a punto de comenzar el triunfo del Athletic. Momento histórico. Y yo de viaje...
cayo_lara,2012-03-15T20:00:55,"{'value': 'N', 'type': 'DISAGREEMENT'}",La banca encuentra otro negocio: compra las facturas de los proveedores de los Ayuntamientos. Que no se diga q no ayudan a las pymes.
LosadaPescador,2012-03-15T20:03:52,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Conferencia_Episcopal', 'value': 'P+', 'type': 'DISAGREEMENT'}]","La Conferencia Episcopal anima a meterse cura para ""tener trabajo fijo"". Lo analizamos en el @TelediarioInter 20:30"
AlejandroSanz,2012-03-15T20:14:01,"{'value': 'NONE', 'type': 'AGREEMENT'}","Todavia no se. Abrazos RT @FernandoAstur: @AlejandroSanz  una pregunta, en la pagina web, vais hacer como cuando ... http://t.co/tNPglVMa"
AlejandroSanz,2012-03-15T20:17:10,"{'value': 'P+', 'type': 'AGREEMENT'}","Viste eso?. Hay chelos RT @JaimeReyTabasco: Fantastico el musico que nos ha presentado @AlejandroSanz, que ha ... http://t.co/avGC8RQy"
AlejandroSanz,2012-03-15T20:20:13,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Madrid', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Bilbao', 'value': 'P+', 'type': 'AGREEMENT'}]",Soy del Madrid pero hoy voy con el Bilbao. RT @SorianoMaicol: @evamanzana amor de que equipo es @AlejandroSanz ? ... http://t.co/atNoofCQ
anapastor_tve,2012-03-15T20:23:44,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'De_Marcos', 'value': 'P', 'type': 'AGREEMENT'}]",Golllllllllll de De Marcos! 2-0 !!!
3gerardpique,2012-03-15T20:25:52,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Ryan_Giggs', 'value': 'P+', 'type': 'AGREEMENT'}]",La Catedral aplaudiendo a Ryan Giggs... Espectacular!
pedroj_ramirez,2012-03-15T20:26:57,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Orbyt', 'value': 'P', 'type': 'AGREEMENT'}]",A día de hoy 53.220 “@cora_alvarez: @pedroj_ramirez ¿Cuántos abonados hay en Orbyt? #tuitserio”
AlejandroSanz,2012-03-15T20:30:32,"{'value': 'P', 'type': 'AGREEMENT'}",Beijos pra vocé e para PORTUGAL lindo. Adoro Lisboa. RT @rita_85: @AlejandroSanz BEIJO de PORTUGAL!!we love yoou ;)
LosadaPescador,2012-03-15T20:36:16,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Cospedal', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'REE', 'value': 'N', 'type': 'AGREEMENT'}]","El marido de Cospedal, nombrado consejero de REE. ¿La mujer del César tiene q ser honrada y parecerlo? @TelediarioInter 20:30"
juanes,2012-03-15T20:39:19,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'The_Boss', 'value': 'P+', 'type': 'AGREEMENT'}]","Un honor haber estado con ""the Boss"" http://t.co/VpFIbdHm"
AlejandroSanz,2012-03-15T20:42:54,"{'value': 'P', 'type': 'AGREEMENT'}","Jajaja.. Ok. Soy de todos menos de uno. RT @alfonsosillero: @AlejandroSanz si nos ponemos así, no te  olvides de nuestro  Cadiz....picha!!!!"
pedroj_ramirez,2012-03-15T20:52:39,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Cospedal', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Red_Eléctrica_Española', 'value': 'N', 'type': 'AGREEMENT'}]",EM.es va a anunciar que el marido de Cospedal acaba de renunciar al puesto de consejero de Red Electrica Española.
sanchez_sonia,2012-03-15T21:11:46,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Cospedal', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Red_Eléctrica_Española', 'value': 'N', 'type': 'AGREEMENT'}]","Confirmado: el marido de #Cospedal renuncia a ser consejero de Red Eléctrica Española, participada por el Estado"
mariviromero,2012-03-15T21:16:51,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Cádiz', 'value': 'P', 'type': 'AGREEMENT'}]",Esta galleta que han hecho los mayores de Carretera de Cádiz es lo mas ;-)) c/c @javierarenas_pp #elcambioandaluz http://t.co/5gDIUnHR
AlexdelaIglesia,2012-03-15T21:58:21,"{'value': 'P', 'type': 'AGREEMENT'}","Un espectador con nariz roja, en homenaje a aquellos días salvajes... http://t.co/k8PZrBrT"
carmenmorodo,2012-03-15T22:30:34,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Génova', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Moncloa', 'value': 'N', 'type': 'AGREEMENT'}]",Qué poco dura el buen rollo humano hasta en la casa de los que ganan. Basta una mirada a Génova... o a Moncloa
ricky_martin,2012-03-15T22:44:11,"{'value': 'NONE', 'type': 'AGREEMENT'}",http://t.co/oz1MBjas
GFVara,2012-03-15T22:50:01,"{'value': 'P+', 'type': 'AGREEMENT'}",No había podido leer hasta ahora el artículo de Patxo Unzueta en El País. Muy interesante . Lo recomiendo.
DavilaGaceta,2012-03-15T22:54:23,"{'value': 'NEU', 'type': 'DISAGREEMENT'}",Finalmente sólo ha habido un herido leve. Espero que se reponga pronto!
antoniosanz,2012-03-15T22:59:55,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Cádiz', 'value': 'P', 'type': 'AGREEMENT'}]",El compromiso del cambio con Cádiz: Plan de choque para reducir los asuntos pendientes y sentencias sin ejecutar. #votaPP
antoniosanz,2012-03-15T23:04:05,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Cadiz', 'value': 'P', 'type': 'AGREEMENT'}]",El compromiso del cambio con Cadiz: Aprobar una ley excepcional para regularizar las urbanizaciones alegales/irregulares. #votaPP
AlexdelaIglesia,2012-03-15T23:15:39,"{'value': 'NONE', 'type': 'AGREEMENT'}","Y yo en el hotel. Mañana a las 5:00 al aeropuerto, go to Madrid, para a la tarde, ir a París #titiritero #saltimbanqui #siloewenolocreo"
AlejandroSanz,2012-03-15T23:38:37,"{'value': 'P', 'type': 'AGREEMENT'}",A partir de hoy ire poniendo todos los dias en mi Facebook un video de los musicos que participan en el disco para que les conozcais a todos
AlejandroSanz,2012-03-15T23:46:41,"{'value': 'NONE', 'type': 'AGREEMENT'}",Facebook Alejandrro Sanz Oficial
aguerosergiokun,2012-03-16T00:42:44,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Éric_Abidal', 'value': 'P+', 'type': 'AGREEMENT'}]",Un mensaje especial para un luchador como Eric Abidal. Toda la fuerza para tu recuperación. Estamos con vos!
paurubio,2012-03-16T03:17:57,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@paurubio', 'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'BravaTour', 'value': 'P', 'type': 'AGREEMENT'}]",RT @alonsitotj: Con que cancion te gustara que abriera @paurubio  en su gira #BravaTour  aa? Yo con #AllAroundTheWorld
AlexdelaIglesia,2012-03-16T06:33:55,"{'value': 'N+', 'type': 'AGREEMENT'}",La wifi la llevan unos dealers muy chungos.
anabelenroy_tve,2012-03-16T06:53:31,"{'value': 'NONE', 'type': 'AGREEMENT'}","DGT prevé 4 millones de desplazamientos desde hoy,hasta la medianoche lunes,por Puente de San José. El lunes es festivo en 6 CC.AA y Melilla"
mrtfernandez,2012-03-16T07:04:27,"{'value': 'NONE', 'type': 'AGREEMENT'}",Día para el transporte público y para Bach. No necesariamente por este orden. http://t.co/WTmuOKcN
MACEMUOR,2012-03-16T07:10:24,"{'value': 'NONE', 'type': 'AGREEMENT'}",Hasta luego. Toca trabajar.
anabelenroy_tve,2012-03-16T08:09:08,"{'value': 'NONE', 'type': 'AGREEMENT'}",Portada El Mundo http://t.co/0TR272AY ...
mariviromero,2012-03-16T08:20:37,"{'value': 'N', 'type': 'AGREEMENT'}",Solo dos de los grandes municipios no necesitan el plan de pago a proveedores. http://t.co/5MTGBn7K
mariviromero,2012-03-16T08:22:34,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Ericcson', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Malaga', 'value': 'P+', 'type': 'AGREEMENT'}]",Ericcson creará 200 empleos con un centro de redes en #Malaga  http://t.co/MyRzHNYQ
Buenafuente,2012-03-16T08:30:16,"{'value': 'P', 'type': 'AGREEMENT'}",Me sumo “@raquelrr26: @Buenafuente molta força Abidal!!!”
EvaORegan,2012-03-16T08:51:24,"{'value': 'P', 'type': 'AGREEMENT'}",Grande! RT @mtemprano @EvaORegan de ti también les he hablado... Las puertas están abiertas y hay un montón de Legionarias que entrevistar.…
GLlamazares,2012-03-16T09:39:29,"{'value': 'N+', 'type': 'AGREEMENT'}","La tasa por receta es un fraude: un fraude de ley porque oculta un impuesto sobre la enfermedad, usurpa la competencia y un fraude electoral"
antoniosanz,2012-03-16T09:44:35,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@ppandaluz', 'value': 'P+', 'type': 'AGREEMENT'}]",Quiero enviar un cariñoso #FF a todos los voluntarios del @ppandaluz porque os estáis dejando la piel en esta campaña. ¡GRACIAS!
rafam_simancas,2012-03-16T10:18:57,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Albert_Castillón', 'value': 'NEU', 'type': 'AGREEMENT'}]","RT: ajuste de cuentas por Albert Castillón, “@quediario: Albert Castillón en su videoblog de los viernes: http://t.co/iptFZf2s”"
SalomeGa,2012-03-16T10:57:49,"{'value': 'N', 'type': 'AGREEMENT'}",Imprescindible! @iescolar: ¿Es insostenible el sistema público de salud? Tres gráficos que hay que conocer http://t.co/tDroU6TT
mariviromero,2012-03-16T10:58:25,"{'value': 'NONE', 'type': 'AGREEMENT'}",#FF @pepesgarcia @JustaMariaC @inmacverdugo @anaroski @patriestevez @mariviromero @MSacra @castiza40 @ppcadiz @antoniosanz @javierarenas_pp
cayo_lara,2012-03-16T11:36:37,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Bárcenas', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Merino', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Cospedal', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Trillo', 'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'Ministerio_de_Justicia', 'value': 'N+', 'type': 'AGREEMENT'}]","La audiencia vuelve a imputar a Bárcenas, Merino y Galeote. Veamos si Cospedal es tan buena arquitecta como Trillo con la Justicia."
PabloAIglesias,2012-03-16T11:40:04,"{'value': 'N', 'type': 'AGREEMENT'}","Las elecciones agudizan el ingenio. Para desprestigiar al adversario, la gente se pone original https://t.co/uM5QXB7k vía @AB_abril"
AlexdelaIglesia,2012-03-16T11:45:09,"{'value': 'P', 'type': 'AGREEMENT'}",¡Noticias descombacantes! está disponible! http://t.co/GtjLld7K
Tonicanto1,2012-03-16T12:01:13,"{'value': 'P+', 'type': 'AGREEMENT'}",Muy bueno RT @NicodeMig Así está el tema http://t.co/oT50oCNv vía @santigonzalez10
mariviromero,2012-03-16T12:03:11,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Facebook', 'value': 'P', 'type': 'AGREEMENT'}]",He publicado una foto nueva en Facebook http://t.co/5K0MLuzj
mariviromero,2012-03-16T12:06:27,"{'value': 'NONE', 'type': 'AGREEMENT'}",Con @RemeMartel y Eva Garcia de @PSOEmalaga y @IUMalaga en un debate con mayores #Caritas http://t.co/dzW9SvYt
mariviromero,2012-03-16T13:39:38,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': 'Facebook', 'value': 'P', 'type': 'AGREEMENT'}]",He publicado una foto nueva en Facebook http://t.co/7k7vdlLa
ccifuentes,2012-03-16T13:51:30,"{'value': 'NONE', 'type': 'AGREEMENT'}",Mañana de reuniones: a primera hora con el Ayuntamiento de Madrid y @policiademadrid para tratar materias de seguridad
sevillajordi,2012-03-16T13:53:59,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'John_Stuart_Mill', 'value': 'P+', 'type': 'AGREEMENT'}]",RT @CasioLongino: @sevillajordi Me suena que John Stuart Mill defendía fuertes impuestos sucesorios y es un pensador clave del liberalismo.
LFRudi,2012-03-16T13:57:26,"{'value': 'NONE', 'type': 'AGREEMENT'}",Fotos #reunión de #trabajo en el #Monasterio de #Ruedahttp://t.co/XVS7MPWD
sevillajordi,2012-03-16T14:01:39,"{'value': 'N', 'type': 'AGREEMENT'}",Muchos d quienes habeis escrito sobre mis tuits quereis q los privilegios se hereden antes q premiar el esfuerzo personal. Es eso?
PabloAIglesias,2012-03-16T14:10:32,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Juegos_Olimpicos', 'value': 'N', 'type': 'AGREEMENT'}]",Ejemplo de derroche! El Gobierno suprime ahora una empresa publica creada para los Juegos Olimpicos de 1992 y que seguia existiendo
PauladeLasHeras,2012-03-16T14:13:55,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'PSOE', 'value': 'NEU', 'type': 'AGREEMENT'}]","El PSOE rechaza cualq fórmula de copago, tb en función de la renta. ""¿Vamos a ir cada uno con nuestra declaración en la mano?"" Trini Jnez."
PabloAIglesias,2012-03-16T14:15:35,"{'value': 'P', 'type': 'AGREEMENT'}",La supresión de 24 empresas publicas supone el ahorro de 154 consejeros y 1 millón de euros en dietas que cobraban hasta ahora
mariviromero,2012-03-16T14:16:06,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@cosechadel', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@fjabrego', 'value': 'P+', 'type': 'AGREEMENT'}]",Y a ti ;-)) RT @cosechadel66: Contándote a ti :-) RT @fjabrego: Qué gente más maja hay en el mundo!
Juandecolmenero,2012-03-16T14:18:47,"{'value': 'N', 'type': 'AGREEMENT'}","El Gobierno de una tacada: extingue 24 sociedades públicas, suprime 9 fundaciones, desinvierte en 8, y comienza la liquidación en 13..."
RodrigoBlazquez,2012-03-16T14:21:06,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Alaya', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Guerrero', 'value': 'N', 'type': 'AGREEMENT'}]",#25M RT “@diariosevilla: Alaya impone a Guerrero una fianza de responsabilidad civil de 686 millones http://t.co/uZ8JEwsd”
Juandecolmenero,2012-03-16T14:21:40,"{'value': 'NEU', 'type': 'AGREEMENT'}",La vicepresidenta asegura que el copago sanitario ni se ha abordado ni está encima de la mesa del Consejo de Ministros
mariviromero,2012-03-16T14:25:34,"[{'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@oblader', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': '@mariviromero', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'RaulJimenezJ', 'value': 'P+', 'type': 'AGREEMENT'}]",#FF ;-)) enorme de grande a los 2 RT @oblader: @RaulJimenezJ @mariviromero gracias siempre es bueno saber que esta bien #FF
cayo_lara,2012-03-16T14:39:16,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'Iglesia', 'value': 'P+', 'type': 'AGREEMENT'}, {'entity': 'Rajoy', 'value': 'N+', 'type': 'AGREEMENT'}]",La Iglesia lanza su campaña para crear empleo. Son los únicos q creará Rajoy con la reforma laboral. #25M #29malacalle
carlos__alsina,2012-03-16T14:44:42,"[{'value': 'N', 'type': 'DISAGREEMENT'}, {'entity': 'PP', 'value': 'N', 'type': 'DISAGREEMENT'}]",Interesante que el gobierno del PP apoye las prospecciones petrolíferas en la costa. Mejor no visitar la hemeroteca...
javierarenas_pp,2012-03-16T14:45:28,"{'value': 'P+', 'type': 'AGREEMENT'}",En el ecuador de la campaña  #25M: Gracias por el esfuerzo que tod@s estáis haciendo. Somos el partido de la calle y las propuestas.
JuanraLucas,2012-03-16T15:31:31,"[{'value': 'P', 'type': 'AGREEMENT'}, {'entity': '@DIO2HONDA', 'value': 'P', 'type': 'AGREEMENT'}]",#FF a @DIO2HONDA porque sabe de motos y de la vida. Y porque es un superviviente @SandraMoti
DavilaGaceta,2012-03-16T15:45:10,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Cataluña', 'value': 'P', 'type': 'AGREEMENT'}]",¿Podríamos obligar a nuestros políticos a trabajar en vacaciones como quieren hacer en Cataluña?
carloscuestaEM,2012-03-16T16:51:24,"{'value': 'NEU', 'type': 'AGREEMENT'}",El Gobierno suprimirá empresas públicas con más consejeros que trabajadores en plantilla http://t.co/moRR8YQw vía @elmundoes
SSantiagosegura,2012-03-16T16:52:44,"{'value': 'N', 'type': 'AGREEMENT'}",Así que no tienen tanto para elegir... http://t.co/LQ0lx7D0
jesusmarana,2012-03-16T17:04:56,"{'value': 'P', 'type': 'AGREEMENT'}","Un tipo comprometido. RT: “@publico_es: George Clooney, detenido por protestar ante la embajada de Sudán en EEUU http://t.co/DqWyJ1Zs”"
antoniosanz,2012-03-16T17:23:48,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': 'El_PP', 'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'la_Junta', 'value': 'N', 'type': 'AGREEMENT'}]",#ElCambioAndaluz El PP denuncia que “la Junta deja abandonados a su suerte a miles de Erasmus”:... http://t.co/zV2udiCJ @javierarenas_pp
AlejandroSanz,2012-03-16T18:10:21,"{'value': 'NONE', 'type': 'AGREEMENT'}",Chate pal lao que me ciegaaas. RT @monsherrygirl: &amp;ldquo;@AlejandroSanz: Ya es vierneeees. //Imagina aqui en ... http://t.co/TPE7pRoF
AlejandroSanz,2012-03-16T18:14:43,"[{'value': 'N+', 'type': 'AGREEMENT'}, {'entity': '@sambitah', 'value': 'N+', 'type': 'AGREEMENT'}]","Estas mas seria que una papa al borde de una sarten? RT @sambitah: @AlejandroSanz yo no sonrio, ni porque es mi cumpleaños :("
lazaroelmundo,2012-03-16T18:19:10,"[{'value': 'NEU', 'type': 'AGREEMENT'}, {'entity': 'Raul', 'value': 'NEU', 'type': 'AGREEMENT'}]","@germanyanke @AthleticClub perdona, señor Raul."
SerranoAlfonso,2012-03-16T19:07:48,"[{'value': 'N', 'type': 'AGREEMENT'}, {'entity': 'Andalucía', 'value': 'N', 'type': 'AGREEMENT'}]",Ya estaban tardando los q meten miedo en andalucia en decir que si gana el PP no habra PER http://t.co/vDDPJJyQ ESTAN ACONGOJADOS SIN SILLON
