0,1,2,3,4
37851,"Tenali,",Punjab,16.239081,80.637127
37852,"Jaunpur,",Rajasthan,,
37853,"Phusro,",Karnataka,,
37854,"Chinsurah,",Bihar,,
37856,"Jehanabad,",Chhattisgarh,,
37857,"Malda,",Bihar,,
37859,"Bikaner,",Nagaland,,
37860,"Shimla,",Mizoram,,
37862,"Erode,",Manipur,,
37863,"Gandhinagar,",Kerala,9.846442,76.972411
37865,"Bhiwani,",Assam,,
37868,"Bhilwara,",Rajasthan,25.5,74.75
37870,"Gudivada,",Gujarat,,
37871,"Buxar,",Sikkim,,
37873,"Malegaon,",Haryana,,
37875,"Kurnool,",Maharashtra,,
37877,"Kolhapur,",Sikkim,,
37878,"Bilaspur,",Telangana,,
37879,"Tiruvottiyur,",Nagaland,,
37880,"Ongole,",Karnataka,,
37883,"Shivpuri,",Haryana,,
37884,"Narasaraopet,",Karnataka,,
37885,"Giridih,",Haryana,,
37887,"Tenali,",Manipur,,
37888,"Vasai-Virar,",Meghalaya,,
37889,"Vijayanagaram,",Maharashtra,,
37890,"Moradabad,",Telangana,,
37891,"Bhind,",Manipur,,
37892,"Karaikudi,",Telangana,,
37893,"Raichur,",Telangana,17.085923,77.539903
37894,"Akola,",Tripura,,
37895,"Munger,",Goa,,
37897,"Darbhanga,",Tripura,,
37899,"Saharanpur,",Rajasthan,,
37901,"Amroha,",Uttarakhand,,
37902,"Allahabad,",Mizoram,,
37903,"Amroha,",Mizoram,,
37904,"Kumbakonam,",Gujarat,,
37906,"Chittoor,",Chhattisgarh,,
37907,"Kulti,",Odisha,,
37908,"Jhansi,",Maharashtra,20.741809,78.606745
37909,"Avadi,",Manipur,,
37910,"Agartala,",Odisha,,
37911,"Dhanbad,",Rajasthan,,
37912,"Ambattur,",Uttarakhand,,
37913,"Bhopal,",Kerala,,
37915,"Kottayam,",Odisha,,
37916,"Aizawl,",Telangana,,
37918,"Ramagundam,",Karnataka,,
37919,"Amroha,",Chhattisgarh,,
37920,"Bhopal,",Odisha,,
37922,"Serampore,",Bihar,,
37923,"Saharsa,",Rajasthan,,
37928,"Kochi,",Chhattisgarh,,
37929,"Pallavaram,",Mizoram,,
37930,"Cuttack,",Uttarakhand,,
37932,"Arrah,",Assam,,
37934,"Machilipatnam,",Chhattisgarh,,
37936,"Gudivada,",Chhattisgarh,,
37939,"Raebareli,",Maharashtra,,
37940,"Bangalore,",Bihar,12.937674,77.626437
37942,"Kolkata,",Telangana,,
37943,"Medininagar,",Manipur,,
37944,"Singrauli,",Maharashtra,,
37946,"Naihati,",Karnataka,,
37947,"Ahmednagar,",Nagaland,,
37949,"Hajipur,",Tripura,,
37950,"Mango,",Tripura,,
37951,"Vadodara,",Punjab,22.303773,73.204141
37952,"Thanjavur,",Goa,,
37953,"Vellore,",Punjab,,
37954,"Rajkot,",Haryana,,
37955,"Gaya,",Goa,35.73096,128.276996
37956,"Ramgarh,",Assam,,
37957,"Ozhukarai,",Gujarat,,
37958,"Kottayam,",Nagaland,,
37959,"Rohtak,",Meghalaya,,
37960,"Panihati,",Kerala,,
37961,"Kollam,",Karnataka,12.955279,77.572579
37962,"Bulandshahr,",Sikkim,,
37963,"Ghaziabad,",Nagaland,,
37964,"Ujjain,",Goa,,
37965,"Anand,",Nagaland,,
37966,"Saharanpur,",Kerala,,
37967,"Ambarnath,",Chhattisgarh,,
37968,"Guna,",Sikkim,,
37969,"Tiruvottiyur,",Bihar,,
37970,"Orai,",Chhattisgarh,,
37973,"Ulhasnagar,",Odisha,,
37974,"Visakhapatnam,",Maharashtra,,
37975,"Hapur,",Jharkhand,,
37976,"Nadiad,",Mizoram,,
37978,"Surat,",Bihar,24.8826,67.047375
37979,"Davanagere,",Haryana,,
37981,"Shimla,",Assam,,
37982,"Ambala,",Chhattisgarh,,
37986,"Rampur,",Odisha,21.050671,83.662173
37988,"Chandigarh,",Karnataka,,
37989,"Farrukhabad,",Kerala,,
37990,"Darbhanga,",Manipur,,
37991,"Ghaziabad,",Bihar,,
37992,"Mau,",Telangana,,
37993,"Chapra,",Telangana,,
37995,"Bhimavaram,",Gujarat,,
37998,"Nadiad,",Rajasthan,,
37999,"Guntur,",Goa,,
38000,"Thanjavur,",Punjab,10.657407,79.051318
38001,"Raichur,",Manipur,,
38003,"Jamshedpur,",Gujarat,,
38006,"Kavali,",Maharashtra,,
38007,"Hubli–Dharwad,",Sikkim,,
38008,"Bhavnagar,",Meghalaya,,
38009,"Berhampore,",Odisha,,
38010,"Bally,",Meghalaya,,
38011,"Cuttack,",Gujarat,,
38012,"Faridabad,",Nagaland,,
38013,"Giridih,",Punjab,,
38014,"Sambhal,",Punjab,28.210123,79.055006
38015,"Katni,",Chhattisgarh,,
38016,"Karimnagar,",Nagaland,,
38017,"Giridih,",Rajasthan,,
38019,"Jehanabad,",Mizoram,,
38020,"Tiruppur,",Maharashtra,,
38021,"Nellore,",Karnataka,12.994594,77.66342
38023,"Dibrugarh,",Bihar,,
38024,"Panvel,",Maharashtra,18.965589,73.102881
38025,"Davanagere,",Nagaland,,
38026,"Kurnool,",Goa,,
38027,"Indore,",Tripura,,
38028,"Alwar,",Haryana,28.294871,76.865927
38030,"Tiruppur,",Jharkhand,,
38031,"Varanasi,",Telangana,,
38032,"Suryapet,",Tripura,,
38033,"Thane,",Manipur,,
38034,"Kolhapur,",Maharashtra,16.702841,74.240533
38036,"Coimbatore,",Karnataka,11.677669,76.628716
38037,"Orai,",Bihar,,
38038,"Jalna,",Telangana,,
38039,"Naihati,",Assam,,
38040,"Chandigarh,",Manipur,,
38042,"Bhubaneswar,",Karnataka,,
38043,"Panihati,",Uttarakhand,,
38044,"Proddatur,",Gujarat,,
38045,"Jalna,",Karnataka,,
38047,"Thane,",Gujarat,,
38048,"Bhusawal,",Gujarat,,
38049,"Amravati,",Mizoram,,
38050,"Jorhat,",Chhattisgarh,,
38051,"Bidar,",Rajasthan,26.917531,78.102488
38052,"Darbhanga,",Karnataka,,
38053,"Ratlam,",Mizoram,,
38055,"Proddatur,",Meghalaya,,
38056,"Ahmedabad,",Karnataka,,
38057,"Pudukkottai,",Mizoram,,
38058,"Gurgaon,",Rajasthan,,
38059,"Jamnagar,",Tripura,,
38060,"Kavali,",Goa,,
38063,"Miryalaguda,",Goa,,
38064,"Thane,",Punjab,19.278591,72.866614
38065,"Maheshtala,",Karnataka,,
38066,"Siliguri,",Jharkhand,,
38067,"Srinagar,",Sikkim,,
38068,"Chinsurah,",Telangana,,
38070,"Tiruppur,",Uttarakhand,,
38072,"Kakinada,",Kerala,,
38073,"Chandigarh,",Nagaland,,
38074,"Jehanabad,",Rajasthan,,
38076,"Chandrapur,",Tripura,23.49573,91.491138
38077,"Dehradun,",Gujarat,,
38078,"Tiruppur,",Telangana,,
38079,"Srinagar,",Manipur,,
38081,"Chittoor,",Manipur,,
38083,"Buxar,",Punjab,,
38090,"Jhansi,",Telangana,18.827823,78.714856
38091,"Bareilly,",Nagaland,,
38092,"Warangal,",Tripura,,
38093,"Eluru,",Gujarat,,
38094,"Gulbarga,",Kerala,,
38095,"Raebareli,",Nagaland,,
38097,"Pune,",Haryana,,
38098,"Dhule,",Chhattisgarh,,
38099,"Bareilly,",Manipur,,
38100,"Kolhapur,",Haryana,,
38103,"Mysore,",Bihar,,
38104,"Mirzapur,",Telangana,19.138795,77.957983
38105,"Tiruvottiyur,",Uttarakhand,,
38108,"Bhiwani,",Gujarat,,
38109,"Jamnagar,",Tripura,,
38110,"Gurgaon,",Maharashtra,,
38111,"Varanasi,",Kerala,25.308747,83.011504
38112,"Firozabad,",Rajasthan,,
38113,"Bhagalpur,",Tripura,,
38114,"Allahabad,",Karnataka,12.940021,77.565169
38115,"Solapur,",Haryana,17.745485,75.940125
38118,"Bhopal,",Uttarakhand,,
38120,"Etawah,",Manipur,,
38121,"Bilaspur,",Kerala,,
38124,"Faridabad,",Maharashtra,19.054312,72.832952
38125,"Nellore,",Maharashtra,,
38126,"Korba,",Meghalaya,,
38130,"Ballia,",Rajasthan,,
38132,"Malda,",Punjab,,
38133,"Jaipur,",Haryana,28.030982,76.095473
38134,"Ajmer,",Gujarat,,
38135,"Raebareli,",Nagaland,,
38139,"Tirupati,",Bihar,26.595855,85.498342
38141,"Chandrapur,",Assam,26.212318,91.896207
38142,"Bhagalpur,",Chhattisgarh,,
38143,"Bhimavaram,",Uttarakhand,,
38144,"Bhiwandi,",Meghalaya,,
38148,"Baranagar,",Karnataka,,
38149,"Belgaum,",Meghalaya,,
38150,"Gurgaon,",Manipur,,
38151,"Gurgaon,",Kerala,,
38152,"Saharsa,",Jharkhand,,
38153,"Kozhikode,",Punjab,11.197431,75.856882
38154,"Bhind,",Manipur,,
38155,"Rajahmundry,",Uttarakhand,,
38157,"Aizawl,",Rajasthan,,
38158,"Jamshedpur,",Odisha,,
38159,"Uluberia,",Rajasthan,,
38161,"Ichalkaranji,",Assam,,
38162,"Jammu,",Jharkhand,,
38163,"Deoghar,",Maharashtra,18.093807,73.711339
38165,"Davanagere,",Jharkhand,,
38166,"Shimoga,",Manipur,,
38167,"Pondicherry,",Kerala,11.946008,79.834332
38170,"Allahabad,",Tripura,,
38171,"Kota,",Mizoram,,
38172,"Jamnagar,",Karnataka,,
38173,"Haridwar,",Assam,,
38175,"Sambalpur,",Odisha,21.470642,83.983686
38176,"Mirzapur,",Sikkim,,
38177,"Nellore,",Punjab,,
38178,"Hindupur,",Bihar,,
38179,"Jalgaon,",Meghalaya,,
38181,"Kadapa,",Manipur,,
38182,"Tadipatri,",Meghalaya,,
38183,"Bhiwandi,",Mizoram,,
38184,"Vadodara,",Chhattisgarh,,
38185,"Hyderabad,",Rajasthan,,
38188,"Saharsa,",Chhattisgarh,,
38189,"Adoni,",Meghalaya,,
38190,"Jodhpur,",Telangana,,
38191,"Warangal,",Uttarakhand,,
38192,"Vijayanagaram,",Jharkhand,,
38193,"Tirunelveli,",Kerala,10.519794,76.235218
38196,"Jalgaon,",Assam,,
38197,"Durgapur,",Assam,,
38200,"Mangalore,",Kerala,12.608173,74.937718
38201,"Jabalpur,",Gujarat,22.633438,70.737372
38202,"Munger,",Kerala,,
38203,"Anantapur,",Nagaland,,
38204,"Warangal,",Chhattisgarh,,
38205,"Dibrugarh,",Rajasthan,,
38206,"Tezpur,",Jharkhand,,
38207,"Udupi,",Haryana,,
38208,"Katni,",Haryana,,
38210,"Nashik,",Chhattisgarh,,
38211,"Bangalore,",Sikkim,,
38212,"Bahraich,",Meghalaya,,
38213,"Salem,",Meghalaya,,
38215,"Pudukkottai,",Odisha,,
38216,"Guntur,",Maharashtra,18.707096,77.231762
38218,"Noida,",Haryana,,
38219,"Bhilwara,",Maharashtra,,
38220,"Bikaner,",Chhattisgarh,,
38221,"Maheshtala,",Tripura,,
38222,"Mau,",Maharashtra,,
38223,"Ballia,",Assam,,
38224,"Bhatpara,",Sikkim,,
38225,"Jalandhar,",Haryana,,
38227,"Ulhasnagar,",Rajasthan,,
38228,"Rajkot,",Jharkhand,,
38229,"Haridwar,",Kerala,,
38230,"Motihari,",Chhattisgarh,,
38232,"Thanjavur,",Punjab,10.657407,79.051318
38233,"Baranagar,",Tripura,,
38237,"Ratlam,",Rajasthan,,
38238,"Karnal,",Tripura,,
38241,"Ranchi,",Maharashtra,,
38244,"Mira-Bhayandar,",Maharashtra,19.294953,72.851261
38246,"Nagaon,",Manipur,,
38248,"Bidhannagar,",Bihar,,
38249,"Mau,",Bihar,24.999961,84.811038
38253,"Nashik,",Uttarakhand,,
38254,"Jehanabad,",Karnataka,,
38256,"Madhyamgram,",Nagaland,,
38257,"Jabalpur,",Kerala,,
38259,"Tiruppur,",Nagaland,,
38260,"Nashik,",Jharkhand,,
38261,"Farrukhabad,",Goa,,
38262,"Jehanabad,",Sikkim,,
38264,"Kozhikode,",Nagaland,,
38265,"Bareilly,",Sikkim,,
38266,"Mehsana,",Kerala,,
38267,"Giridih,",Maharashtra,,
38269,"Kottayam,",Rajasthan,9.667963,76.554799
38272,"Raiganj,",Mizoram,,
38273,"Junagadh,",Rajasthan,,
38274,"Burhanpur,",Bihar,,
38275,"Raipur,",Jharkhand,,
38277,"Guna,",Gujarat,22.842363,73.885327
38280,"Nashik,",Jharkhand,,
38284,"Tiruppur,",Haryana,,
38285,"Malegaon,",Telangana,19.170974,77.932924
38286,"Farrukhabad,",Mizoram,,
38288,"Begusarai,",Uttarakhand,,
38289,"Tiruppur,",Haryana,,
38291,"Chandigarh,",Punjab,30.674192,76.790985
38292,"Hosur,",Maharashtra,18.142446,76.904061
38295,"Rohtak,",Goa,,
38296,"Satna,",Tripura,,
38297,"Tadipatri,",Sikkim,,
38298,"Kakinada,",Haryana,,
38300,"Gwalior,",Meghalaya,,
38301,"Katihar,",Kerala,,
38302,"Karnal,",Sikkim,,
38305,"Raiganj,",Mizoram,,
38306,"Hubli–Dharwad,",Meghalaya,,
38307,"Siwan,",Kerala,,
38308,"Srikakulam,",Odisha,,
38309,"Siliguri,",Sikkim,26.724101,88.417035
38310,"Bangalore,",Meghalaya,,
38311,"Varanasi,",Assam,,
38313,"Nizamabad,",Karnataka,18.667288,78.103675
38314,"Siliguri,",Telangana,,
38315,"Kanpur,",Gujarat,22.607753,73.660068
38316,"Gwalior,",Punjab,25.886785,78.334532
38317,"Dehri,",Haryana,30.427482,76.944112
38318,"Visakhapatnam,",Rajasthan,,
38319,"Amroha,",Karnataka,,
38320,"Madurai,",Bihar,,
38321,"Kishanganj,",Meghalaya,,
38324,"Shahjahanpur,",Tripura,,
38325,"Mirzapur,",Karnataka,,
38326,"Gorakhpur,",Assam,,
38329,"Ujjain,",Karnataka,,
38331,"Nashik,",Assam,,
38332,"Phagwara,",Chhattisgarh,,
38333,"Noida,",Jharkhand,,
38335,"Khandwa,",Bihar,21.674181,76.38168
38336,"Motihari,",Odisha,,
38340,"Jalgaon,",Uttarakhand,30.244035,79.113311
38342,"Shimoga,",Karnataka,13.932609,75.574978
38344,"Tenali,",Maharashtra,,
38345,"Varanasi,",Mizoram,,
38346,"Tezpur,",Jharkhand,,
38348,"Gandhinagar,",Punjab,12.974284,77.579102
38349,"Secunderabad,",Chhattisgarh,,
38350,"Kolkata,",Gujarat,,
38351,"Berhampore,",Manipur,,
38352,"Bulandshahr,",Nagaland,,
38355,"Aurangabad,",Karnataka,,
38356,"Ajmer,",Chhattisgarh,,
38357,"Kakinada,",Meghalaya,,
38358,"Muzaffarpur,",Odisha,,
38363,"Bhind,",Meghalaya,,
38364,"Tiruvottiyur,",Uttarakhand,,
38365,"Bally,",Mizoram,,
38366,"Ahmedabad,",Chhattisgarh,,
38368,"Jamshedpur,",Assam,,
38369,"Ulhasnagar,",Assam,,
38370,"Gopalpur,",Chhattisgarh,21.288375,82.559037
38371,"Mumbai,",Odisha,19.067249,72.992776
38372,"Nagaon,",Goa,,
38373,"Ambattur,",Bihar,,
38374,"Mango,",Maharashtra,19.130781,72.819802
38377,"Mumbai,",Manipur,,
38378,"Chandrapur,",Sikkim,,
38379,"Medininagar,",Sikkim,,
38380,"Raipur,",Chhattisgarh,21.238091,81.633699
38381,"Jehanabad,",Nagaland,,
38384,"Saharanpur,",Gujarat,,
38387,"Guwahati,",Manipur,,
38390,"Alappuzha,",Sikkim,,
38391,"Bhopal,",Manipur,,
38392,"Ajmer,",Chhattisgarh,,
38393,"Avadi,",Sikkim,,
38396,"Udaipur,",Manipur,,
38398,"Bidar,",Karnataka,18.083333,77.333333
38400,"Farrukhabad,",Chhattisgarh,,
38401,"Ambala,",Nagaland,,
38402,"Pimpri-Chinchwad,",Chhattisgarh,,
38405,"Tadepalligudem,",Bihar,,
38407,"Berhampore,",Sikkim,,
38411,"Ajmer,",Haryana,,
38412,"Tumkur,",Sikkim,,
38413,"Salem,",Kerala,9.910496,76.317292
38414,"Nellore,",Telangana,,
38415,"Hapur,",Odisha,,
38416,"Pondicherry,",Telangana,,
38417,"Narasaraopet,",Uttarakhand,,
38418,"Bongaigaon,",Punjab,,
38419,"Patiala,",Odisha,,
38421,"Dehradun,",Karnataka,,
38422,"Srikakulam,",Bihar,,
38424,"Jabalpur,",Gujarat,22.633438,70.737372
38425,"Aurangabad,",Kerala,,
38427,"Nadiad,",Assam,,
38428,"Alwar,",Karnataka,,
38430,"Morena,",Bihar,,
38431,"Kochi,",Odisha,,
38433,"Gangtok,",Tripura,,
38434,"Nashik,",Maharashtra,20.011247,73.790236
38435,"Loni,",Gujarat,,
38436,"Coimbatore,",Jharkhand,,
38437,"Jodhpur,",Tripura,,
38439,"Pimpri-Chinchwad,",Kerala,,
38444,"Baranagar,",Gujarat,,
38445,"Begusarai,",Nagaland,,
38446,"Bangalore,",Kerala,12.508418,75.057837
38447,"Rampur,",Sikkim,,
38449,"Anantapuram,",Nagaland,,
38451,"Ambattur,",Uttarakhand,,
38452,"Dhanbad,",Rajasthan,,
38453,"Warangal,",Assam,,
38454,"Bhusawal,",Sikkim,,
38455,"Dhanbad,",Uttarakhand,,
38456,"Haridwar,",Uttarakhand,29.938447,78.145298
38457,"Bettiah,",Uttarakhand,,
38458,"Sikar,",Uttarakhand,,
38459,"Bhiwandi,",Uttarakhand,,
38460,"Panchkula,",Gujarat,,
38461,"Arrah,",Odisha,,
38462,"Kanpur,",Assam,,
38463,"Barasat,",Nagaland,,
38464,"Coimbatore,",Gujarat,,
38465,"Giridih,",Karnataka,,
38466,"Bally,",Bihar,,
38468,"Panihati,",Uttarakhand,,
38469,"Anand,",Telangana,17.252366,80.143479
38470,"Saharsa,",Gujarat,,
38472,"Dehri,",Nagaland,,
38473,"Jorhat,",Uttarakhand,,
38474,"Panchkula,",Goa,,
38475,"Kharagpur,",Goa,,
38478,"Adoni,",Punjab,,
38479,"Visakhapatnam,",Maharashtra,,
38481,"Varanasi,",Punjab,25.276718,82.987737
38482,"Bhimavaram,",Jharkhand,,
38485,"Mehsana,",Maharashtra,,
38486,"Berhampore,",Uttarakhand,,
38488,"Ahmednagar,",Maharashtra,19.162773,74.858024
38489,"Amaravati,",Karnataka,16.056672,76.081094
38490,"Giridih,",Goa,,
38491,"Bahraich,",Assam,,
38492,"Ambarnath,",Manipur,,
38494,"Ramgarh,",Uttarakhand,29.422333,79.55115
38495,"Bidar,",Assam,,
38496,"Khandwa,",Chhattisgarh,,
38497,"Tiruppur,",Mizoram,,
38499,"Solapur,",Jharkhand,25.118782,87.69042
38500,"Bhimavaram,",Bihar,,
38502,"Haridwar,",Jharkhand,,
38503,"Bhopal,",Bihar,23.187441,77.45894
38504,"Giridih,",Maharashtra,,
38505,"Shivpuri,",Chhattisgarh,,
38506,"Junagadh,",Gujarat,21.51741,70.464275
38507,"Shivpuri,",Manipur,,
38508,"Chandigarh,",Chhattisgarh,,
38510,"Gorakhpur,",Maharashtra,,
38511,"Guntakal,",Mizoram,,
38512,"Ranchi,",Kerala,10.115711,76.373155
38513,"Kalyan-Dombivli,",Karnataka,,
38514,"Bhilai,",Jharkhand,,
38515,"Danapur,",Uttarakhand,,
38517,"Loni,",Telangana,,
38519,"Ghaziabad,",Sikkim,,
38520,"Madhyamgram,",Manipur,,
38522,"Raiganj,",Manipur,,
38524,"Tezpur,",Kerala,,
38525,"Muzaffarnagar,",Karnataka,,
38526,"Panchkula,",Telangana,,
38527,"Maheshtala,",Uttarakhand,,
38528,"Sasaram,",Manipur,,
38529,"Ghaziabad,",Goa,,
38530,"Chandigarh,",Odisha,,
38531,"Hospet,",Assam,,
38532,"Jaipur,",Tripura,,
38533,"Patiala,",Gujarat,,
38536,"Jaunpur,",Gujarat,,
38537,"Karnal,",Sikkim,,
38538,"Amroha,",Karnataka,,
38539,"Rampur,",Rajasthan,25.28599,76.711864
38541,"Noida,",Meghalaya,,
38542,"Kochi,",Manipur,,
38543,"Parbhani,",Bihar,,
38544,"Tiruvottiyur,",Punjab,,
38545,"Agra,",Punjab,27.219982,77.934397
38546,"Saharanpur,",Chhattisgarh,,
38548,"Tadepalligudem,",Haryana,,
38549,"Bahraich,",Punjab,,
38550,"Firozabad,",Maharashtra,,
38553,"Bongaigaon,",Kerala,,
38554,"Faridabad,",Mizoram,,
38555,"Bally,",Goa,,
38556,"Rajkot,",Chhattisgarh,,
38559,"Sirsa,",Odisha,22.233946,86.654567
38560,"Siwan,",Uttarakhand,,
38561,"Bettiah,",Assam,,
38562,"Ajmer,",Goa,,
38563,"Nanded,",Tripura,,
38565,"Madanapalle,",Assam,,
38566,"Jodhpur,",Telangana,,
38567,"Kota,",Haryana,,
38570,"Nagercoil,",Assam,,
38572,"Panihati,",Manipur,,
38573,"Guntakal,",Kerala,,
38574,"Eluru,",Goa,,
38577,"Satna,",Manipur,,
38579,"Nagercoil,",Meghalaya,,
38583,"Alwar,",Tripura,,
38585,"Rewa,",Haryana,,
38588,"Giridih,",Mizoram,,
38590,"Anantapur,",Maharashtra,,
38591,"Ambarnath,",Maharashtra,19.143557,73.297041
38593,"Burhanpur,",Nagaland,,
38594,"Ambarnath,",Uttarakhand,,
38597,"Dehradun,",Karnataka,,
38598,"Bidar,",Uttarakhand,,
38599,"Hindupur,",Nagaland,,
38600,"Vijayanagaram,",Nagaland,,
38601,"Kakinada,",Gujarat,,
38602,"Gaya,",Meghalaya,,
38603,"Tadipatri,",Telangana,17.002952,78.596619
38604,"Unnao,",Punjab,,
38605,"Jodhpur,",Punjab,30.388425,76.911421
38607,"Salem,",Rajasthan,,
38608,"Nagpur,",Gujarat,,
38611,"Satara,",Haryana,28.459343,77.072657
38612,"Dehri,",Jharkhand,,
38614,"Singrauli,",Nagaland,,
38615,"Cuttack,",Kerala,,
38616,"Indore,",Jharkhand,,
38617,"Chittoor,",Odisha,,
38618,"Bareilly,",Mizoram,,
38619,"Vadodara,",Telangana,,
38622,"Bhavnagar,",Meghalaya,,
38624,"Gudivada,",Manipur,,
38625,"Bhimavaram,",Karnataka,,
38626,"Kurnool,",Haryana,15.832187,78.045267
38627,"Siliguri,",Punjab,,
38628,"Erode,",Sikkim,,
38630,"Tiruvottiyur,",Maharashtra,,
38632,"Fatehpur,",Punjab,30.575859,76.809282
38634,"Ghaziabad,",Chhattisgarh,,
38635,"Gandhinagar,",Assam,,
38637,"Gopalpur,",Telangana,18.585692,79.726291
38638,"Jammu,",Karnataka,14.14786,76.486702
38639,"Pune,",Rajasthan,,
38640,"Kulti,",Gujarat,,
38641,"Gurgaon,",Tripura,,
38642,"Bhopal,",Bihar,23.187441,77.45894
38644,"Karnal,",Gujarat,,
38646,"Bettiah,",Odisha,,
38647,"Ambarnath,",Bihar,,
38648,"Tiruchirappalli,",Goa,,
38650,"Saharsa,",Meghalaya,,
38652,"Sirsa,",Bihar,25.852186,85.239647
38653,"Noida,",Punjab,,
38654,"Thiruvananthapuram,",Mizoram,,
38655,"Ongole,",Uttarakhand,,
38656,"Haridwar,",Manipur,,
38657,"Hapur,",Jharkhand,,
38658,"Aligarh,",Maharashtra,,
38659,"Chapra,",Goa,,
38660,"Dewas,",Uttarakhand,,
38661,"Raichur,",Rajasthan,,
38662,"Darbhanga,",Telangana,,
38663,"Coimbatore,",Goa,,
38664,"Shivpuri,",Bihar,26.108187,85.392029
38665,"Bijapur,",Mizoram,,
38668,"Ahmedabad,",Mizoram,,
38671,"Muzaffarnagar,",Bihar,,
38673,"Raiganj,",Telangana,,
38675,"Arrah,",Punjab,,
38677,"Surat,",Manipur,,
38678,"Aurangabad,",Chhattisgarh,,
38679,"Nagercoil,",Meghalaya,,
38680,"Udaipur,",Uttarakhand,30.087374,79.76174
38681,"Haridwar,",Uttarakhand,29.938447,78.145298
38682,"Jorhat,",Goa,,
38683,"Panihati,",Meghalaya,,
38684,"Mehsana,",Meghalaya,,
38686,"Ozhukarai,",Tripura,,
38689,"Ichalkaranji,",Mizoram,,
38690,"Ambala,",Sikkim,,
38691,"Kharagpur,",Manipur,,
38693,"Pune,",Odisha,,
38695,"Gandhidham,",Kerala,,
38698,"Kanpur,",Karnataka,12.936143,77.607029
38699,"Katni,",Sikkim,,
38700,"Durgapur,",Karnataka,,
38701,"Panihati,",Bihar,,
38702,"Shahjahanpur,",Sikkim,,
38703,"Malegaon,",Haryana,,
38704,"Giridih,",Sikkim,,
38705,"Tirunelveli,",Haryana,,
38706,"Medininagar,",Goa,,
38707,"Surat,",Meghalaya,,
38708,"Burhanpur,",Kerala,,
38709,"Cuttack,",Kerala,,
38711,"Ahmedabad,",Telangana,,
38713,"Katni,",Tripura,,
38714,"Firozabad,",Nagaland,,
38715,"Ozhukarai,",Mizoram,,
38716,"Dhule,",Gujarat,,
38717,"Aligarh,",Odisha,,
38718,"Bhopal,",Gujarat,,
38719,"Sonipat,",Haryana,28.995376,77.023363
38722,"Mahbubnagar,",Uttarakhand,,
38723,"Ichalkaranji,",Chhattisgarh,,
38724,"Secunderabad,",Uttarakhand,,
38725,"Deoghar,",Punjab,,
38726,"Bikaner,",Rajasthan,28.015929,73.317137
38729,"Munger,",Rajasthan,23.878323,74.15441
38730,"Maheshtala,",Nagaland,,
38731,"Vellore,",Gujarat,,
38732,"Ranchi,",Sikkim,,
38734,"Kozhikode,",Sikkim,,
38735,"Junagadh,",Tripura,,
38736,"Chinsurah,",Mizoram,,
38737,"Rajahmundry,",Telangana,,
38738,"Bally,",Karnataka,13.070847,77.590346
38739,"Vijayanagaram,",Goa,,
38741,"Gangtok,",Tripura,,
38742,"Chapra,",Uttarakhand,30.584338,78.24655
38743,"Farrukhabad,",Gujarat,,
38745,"Udupi,",Odisha,,
38746,"Dhanbad,",Haryana,,
38747,"Dehri,",Manipur,,
38748,"Karnal,",Meghalaya,,
38749,"Madurai,",Punjab,9.979128,76.476871
38750,"Sambhal,",Haryana,,
38751,"Mathura,",Uttarakhand,29.20236,79.512829
38752,"Amravati,",Nagaland,,
38753,"Latur,",Gujarat,,
38754,"Solapur,",Karnataka,12.891005,74.888232
38755,"Sasaram,",Chhattisgarh,,
38756,"Barasat,",Punjab,,
38757,"Naihati,",Sikkim,,
38758,"Ludhiana,",Jharkhand,,
38760,"Jehanabad,",Rajasthan,,
38762,"Fatehpur,",Gujarat,23.74766,68.660855
38763,"Ghaziabad,",Mizoram,,
38765,"Chinsurah,",Karnataka,,
38767,"Muzaffarnagar,",Assam,,
38768,"Avadi,",Gujarat,,
38769,"Chittoor,",Assam,,
38770,"Gangtok,",Maharashtra,,
38771,"Pudukkottai,",Rajasthan,,
38775,"Warangal,",Mizoram,,
38777,"Warangal,",Bihar,,
38778,"Tadipatri,",Sikkim,,
38779,"Guntur,",Bihar,,
38783,"Guna,",Uttarakhand,,
38784,"Mangalore,",Chhattisgarh,,
38785,"Gandhidham,",Punjab,,
38786,"Hubli–Dharwad,",Goa,,
38787,"Raiganj,",Goa,,
38788,"Bhagalpur,",Karnataka,,
38790,"Bhopal,",Haryana,,
38791,"Tenali,",Tripura,,
38796,"Singrauli,",Maharashtra,,
38797,"Haridwar,",Goa,,
38798,"Deoghar,",Kerala,,
38799,"Dewas,",Telangana,,
38800,"Moradabad,",Karnataka,,
38803,"Bardhaman,",Karnataka,,
38804,"Mahbubnagar,",Manipur,,
38805,"Sikar,",Manipur,,
38807,"Jabalpur,",Rajasthan,24.564142,76.700685
38808,"Jalandhar,",Haryana,,
38809,"Siliguri,",Gujarat,,
38810,"Indore,",Karnataka,,
38811,"Thrissur,",Manipur,,
38812,"Akola,",Mizoram,,
38813,"Shimla,",Odisha,,
38817,"Visakhapatnam,",Haryana,,
38818,"Thane,",Punjab,19.278591,72.866614
38819,"Jalna,",Uttarakhand,29.5491,79.72092
38820,"Kochi,",Kerala,9.967428,76.245444
38822,"Rampur,",Gujarat,,
38823,"Munger,",Assam,,
38825,"Nagercoil,",Nagaland,,
38828,"Berhampur,",Odisha,21.493085,86.63273
